Navio: Suezmax T172
Cenário: Extremo
Manobra: Entrada PGL3A Atrac. BB
Corrente: N 0.8nó 
Vento: SE 25nós 
Onda: 2.25m 12s SE 

x y zz vx vy vzz rudder_demanded propeller_demanded distance_port distance_starboard distance_target
10805.9 5264.36 -160.08 4.05 -0.28 -0.0 -0.03 4 76.509 55.042 5186.47
10805.51 5264.24 -160.08 4.05 -0.28 -0.0 -0.03 4 76.484 55.067 5186.062
10805.12 5264.13 -160.08 4.05 -0.29 -0.0 -0.03 4 76.469 55.082 5185.657
10804.73 5264.02 -160.08 4.05 -0.29 -0.0 -0.03 4 76.454 55.097 5185.252
10804.34 5263.91 -160.08 4.05 -0.29 -0.0 -0.03 4 76.439 55.112 5184.847
10803.95 5263.8 -160.08 4.04 -0.29 -0.0 -0.03 4 76.424 55.127 5184.442
10803.56 5263.69 -160.08 4.04 -0.29 -0.0 -0.03 4 76.408 55.142 5184.037
10803.17 5263.58 -160.08 4.04 -0.29 -0.0 -0.03 4 76.393 55.157 5183.631
10802.78 5263.47 -160.08 4.05 -0.29 -0.0 -0.03 4 76.378 55.172 5183.226
10802.38 5263.36 -160.08 4.05 -0.29 -0.0 -0.03 4 76.366 55.185 5182.811
10801.99 5263.25 -160.08 4.05 -0.29 -0.0 -0.03 4 76.351 55.2 5182.406
10801.6 5263.14 -160.08 4.05 -0.29 -0.0 -0.03 4 76.335 55.215 5182.001
10801.21 5263.03 -160.08 4.05 -0.3 -0.0 -0.03 4 76.32 55.23 5181.596
10800.82 5262.92 -160.08 4.05 -0.3 -0.0 -0.03 4 76.305 55.245 5181.191
10800.43 5262.81 -160.08 4.05 -0.3 -0.0 -0.03 4 76.29 55.26 5180.786
10800.04 5262.7 -160.08 4.05 -0.3 -0.0 -0.03 4 76.275 55.275 5180.38
10799.65 5262.59 -160.08 4.05 -0.3 -0.0 -0.03 4 76.26 55.29 5179.975
10799.26 5262.48 -160.08 4.05 -0.3 -0.0 -0.03 4 76.245 55.305 5179.57
10798.87 5262.37 -160.08 4.05 -0.3 -0.0 -0.03 4 76.23 55.32 5179.165
10798.48 5262.26 -160.08 4.05 -0.3 -0.0 -0.03 4 76.215 55.335 5178.76
10798.08 5262.15 -160.08 4.06 -0.31 -0.0 -0.03 4 76.202 55.348 5178.345
10797.69 5262.04 -160.08 4.06 -0.31 -0.0 -0.03 4 76.187 55.363 5177.94
10797.3 5261.93 -160.08 4.06 -0.31 -0.0 -0.03 4 76.172 55.378 5177.535
10796.91 5261.82 -160.08 4.06 -0.31 -0.0 -0.03 4 76.157 55.393 5177.13
10796.52 5261.71 -160.08 4.06 -0.31 -0.0 -0.03 4 76.142 55.408 5176.724
10796.12 5261.6 -160.08 4.07 -0.31 -0.0 -0.03 4 76.129 55.42 5176.31
10795.73 5261.49 -160.08 4.07 -0.31 -0.0 -0.03 4 76.114 55.435 5175.904
10795.34 5261.39 -160.08 4.07 -0.31 -0.0 -0.03 4 76.109 55.441 5175.502
10794.94 5261.28 -160.08 4.07 -0.31 -0.0 -0.03 4 76.096 55.453 5175.087
10794.55 5261.17 -160.08 4.08 -0.32 -0.0 -0.03 4 76.081 55.468 5174.682
10794.15 5261.06 -160.08 4.08 -0.32 -0.0 -0.03 4 76.068 55.481 5174.267
10793.76 5260.95 -160.08 4.08 -0.32 -0.0 -0.03 4 76.053 55.496 5173.862
10793.37 5260.84 -160.08 4.08 -0.32 -0.0 -0.03 4 76.038 55.511 5173.457
10792.97 5260.73 -160.08 4.09 -0.32 -0.0 -0.03 4 76.025 55.524 5173.042
