Navio: Capesize L300B50T19
Cenário: NE Forte - pos2035 - 1
Manobra: Entrada e Atracação Cocaia
Corrente: 0.4 kn N 
Vento: 15 kn NE 
Onda: 1.0m 8s E 

zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target
-160.47 2.79 -0.22 0.02 0.09 1 15.3 4457.546
-160.47 2.79 -0.22 0.02 0.09 1 15.298 4457.267
-160.47 2.79 -0.22 0.02 0.09 1 15.296 4456.989
-160.47 2.79 -0.22 0.02 0.09 1 15.285 4456.707
-160.47 2.79 -0.22 0.02 0.09 1 15.283 4456.428
-160.47 2.79 -0.22 0.02 0.09 1 15.281 4456.149
-160.46 2.79 -0.22 0.02 0.09 1 15.279 4455.87
-160.46 2.79 -0.22 0.02 0.09 1 15.268 4455.589
-160.46 2.79 -0.22 0.02 0.09 1 15.266 4455.31
-160.46 2.79 -0.22 0.02 0.09 1 15.264 4455.031
-160.46 2.79 -0.22 0.02 0.09 1 15.252 4454.75
-160.46 2.79 -0.22 0.02 0.09 1 15.251 4454.471
-160.45 2.79 -0.22 0.02 0.09 1 15.249 4454.192
-160.45 2.79 -0.22 0.02 0.09 1 15.237 4453.91
-160.45 2.79 -0.22 0.02 0.09 1 15.235 4453.631
-160.45 2.79 -0.22 0.02 0.09 1 15.234 4453.353
-160.45 2.79 -0.22 0.02 0.09 1 15.232 4453.074
-160.45 2.79 -0.22 0.02 0.09 1 15.22 4452.792
-160.44 2.79 -0.22 0.02 0.09 1 15.218 4452.513
-160.44 2.79 -0.22 0.02 0.09 1 15.219 4452.225
-160.44 2.79 -0.22 0.02 0.09 1 15.207 4451.943
-160.44 2.79 -0.22 0.02 0.09 1 15.206 4451.664
-160.44 2.79 -0.22 0.02 0.09 1 15.204 4451.385
-160.44 2.79 -0.22 0.02 0.09 1 15.192 4451.104
-160.43 2.79 -0.22 0.02 0.09 1 15.19 4450.825
-160.43 2.79 -0.22 0.02 0.09 1 15.188 4450.546
-160.43 2.79 -0.22 0.02 0.09 1 15.177 4450.265
-160.43 2.79 -0.22 0.02 0.09 1 15.175 4449.986
-160.43 2.79 -0.22 0.02 0.09 1 15.173 4449.707
-160.43 2.79 -0.22 0.02 0.09 1 15.162 4449.425
-160.42 2.79 -0.22 0.02 0.09 1 15.16 4449.146
-160.42 2.79 -0.22 0.02 0.09 1 15.158 4448.868
-160.42 2.79 -0.22 0.02 0.09 1 15.146 4448.586
-160.42 2.79 -0.22 0.02 0.09 1 15.145 4448.307
-160.42 2.79 -0.22 0.02 0.09 1 15.143 4448.028
-160.42 2.79 -0.22 0.02 0.09 1 15.131 4447.747
-160.41 2.79 -0.21 0.02 0.09 1 15.129 4447.468
-160.41 2.79 -0.21 0.02 0.09 1 15.128 4447.189
-160.41 2.79 -0.21 0.02 0.09 1 15.116 4446.908
-160.41 2.79 -0.21 0.02 0.09 1 15.114 4446.629
-160.41 2.79 -0.21 0.02 0.09 1 15.112 4446.35
-160.41 2.79 -0.21 0.02 0.09 1 15.101 4446.068
-160.41 2.79 -0.21 0.02 0.09 1 15.099 4445.789
-160.4 2.79 -0.21 0.02 0.09 1 15.097 4445.51
-160.4 2.79 -0.21 0.02 0.09 1 15.088 4445.219
-160.4 2.79 -0.21 0.02 0.09 1 15.086 4444.94
-160.4 2.79 -0.21 0.02 0.09 1 15.084 4444.662
-160.4 2.79 -0.21 0.02 0.09 1 15.073 4444.38
-160.4 2.79 -0.21 0.02 0.09 1 15.071 4444.101
-160.39 2.79 -0.21 0.01 0.09 1 15.069 4443.822
-160.39 2.79 -0.21 0.01 0.09 1 15.058 4443.541
-160.39 2.79 -0.21 0.01 0.09 1 15.056 4443.262
-160.39 2.79 -0.21 0.01 0.09 1 15.044 4442.98
