Navio: Aframax
Cenário: Severo
Manobra: Entrada
Corrente: N 1nó 
Vento: SE 25 nós 
Onda: 2.25m 12s SE 

x y zz vx vy vzz rudder_demanded propeller_demanded distance_port distance_starboard distance_target
9986.72 5056.39 -160.44 3.05 -0.07 -0.15 -0.36 2 72.844 69.739 4341.34
9986.43 5056.29 -160.46 3.05 -0.06 -0.16 -0.36 2 72.857 69.81 4341.034
9986.14 5056.2 -160.47 3.04 -0.06 -0.17 -0.36 2 72.858 69.85 4340.731
9985.85 5056.1 -160.49 3.04 -0.06 -0.18 -0.36 2 72.871 69.921 4340.425
9985.56 5056.0 -160.51 3.04 -0.06 -0.19 -0.36 2 72.884 69.991 4340.119
9985.28 5055.91 -160.53 3.04 -0.05 -0.2 -0.36 2 72.904 70.054 4339.825
9984.99 5055.81 -160.55 3.03 -0.05 -0.21 -0.36 2 72.917 70.125 4339.519
9984.7 5055.71 -160.57 3.03 -0.05 -0.22 -0.36 2 72.93 70.196 4339.213
9984.41 5055.62 -160.59 3.03 -0.05 -0.23 -0.36 2 72.953 70.256 4338.91
9984.13 5055.52 -160.62 3.02 -0.04 -0.24 -0.36 2 72.984 70.35 4338.614
9983.84 5055.43 -160.64 3.02 -0.04 -0.25 -0.36 2 73.007 70.411 4338.31
9983.55 5055.33 -160.67 3.02 -0.04 -0.26 -0.36 2 73.04 70.503 4338.004
9983.27 5055.23 -160.69 3.01 -0.03 -0.27 -0.36 2 73.051 70.576 4337.708
9982.98 5055.14 -160.72 3.01 -0.03 -0.28 -0.36 2 73.094 70.658 4337.405
9982.7 5055.04 -160.75 3.01 -0.03 -0.28 -0.36 2 73.126 70.751 4337.109
9982.41 5054.94 -160.78 3.0 -0.03 -0.29 -0.36 2 73.159 70.843 4336.803
9982.13 5054.85 -160.81 3.0 -0.02 -0.3 -0.36 2 73.201 70.927 4336.509
9981.84 5054.75 -160.84 3.0 -0.02 -0.31 -0.36 2 73.234 71.019 4336.203
9981.56 5054.65 -160.87 3.0 -0.02 -0.31 -0.36 2 73.266 71.113 4335.907
9981.28 5054.56 -160.9 2.99 -0.02 -0.32 -0.36 2 73.307 71.197 4335.613
9980.99 5054.46 -160.93 2.99 -0.01 -0.32 -0.36 2 73.341 71.289 4335.307
9980.71 5054.37 -160.96 2.99 -0.01 -0.33 -0.36 2 73.382 71.373 4335.013
9980.43 5054.27 -161.0 2.98 -0.01 -0.33 -0.36 2 73.435 71.488 4334.717
9980.15 5054.17 -161.03 2.98 -0.01 -0.34 -0.36 2 73.466 71.582 4334.421
9979.86 5054.08 -161.06 2.98 -0.01 -0.34 -0.36 2 73.51 71.664 4334.117
9979.58 5053.98 -161.1 2.98 -0.0 -0.34 -0.36 2 73.562 71.779 4333.821
9979.3 5053.88 -161.13 2.98 -0.0 -0.34 -0.36 2 73.594 71.873 4333.525
9979.02 5053.79 -161.17 2.97 -0.0 -0.35 -0.36 2 73.656 71.978 4333.231
9978.74 5053.69 -161.2 2.97 0.0 -0.35 -0.36 2 73.687 72.072 4332.935
9978.46 5053.6 -161.24 2.97 0.0 -0.35 -0.36 2 73.75 72.177 4332.641
9978.17 5053.5 -161.27 2.97 0.0 -0.35 -0.36 2 73.783 72.269 4332.335
9977.89 5053.4 -161.3 2.97 0.0 -0.35 -0.36 2 73.815 72.363 4332.039
9977.61 5053.31 -161.34 2.97 0.01 -0.34 -0.36 2 73.877 72.468 4331.745
9977.33 5053.21 -161.37 2.96 0.01 -0.34 -0.36 2 73.909 72.562 4331.449
9977.05 5053.12 -161.41 2.96 0.01 -0.34 -0.41 2 73.971 72.668 4331.155
9976.77 5053.02 -161.44 2.96 0.01 -0.34 -0.41 2 74.003 72.762 4330.859
9976.49 5052.93 -161.47 2.96 0.01 -0.33 -0.41 2 74.044 72.846 4330.565
9976.21 5052.83 -161.51 2.96 0.01 -0.33 -0.41 2 74.097 72.961 4330.269
9975.93 5052.74 -161.54 2.96 0.01 -0.32 -0.41 2 74.138 73.046 4329.975
9975.65 5052.64 -161.57 2.96 0.01 -0.31 -0.61 2 74.17 73.14 4329.679
9975.37 5052.55 -161.6 2.96 0.01 -0.31 -0.61 2 74.211 73.224 4329.385
9975.09 5052.46 -161.63 2.96 0.01 -0.3 -0.61 2 74.253 73.309 4329.092
9974.81 5052.36 -161.66 2.96 0.01 -0.29 -0.61 2 74.284 73.403 4328.795
9974.53 5052.27 -161.69 2.96 0.01 -0.29 -0.61 2 74.326 73.487 4328.502
9974.24 5052.17 -161.72 2.96 0.01 -0.28 -0.61 2 74.36 73.579 4328.196
9973.96 5052.08 -161.75 2.97 0.01 -0.27 -0.61 2 74.401 73.664 4327.902
9973.68 5051.99 -161.77 2.97 0.0 -0.26 -0.61 2 74.422 73.727 4327.608
9973.4 5051.89 -161.8 2.97 0.0 -0.25 -0.61 2 74.453 73.821 4327.312
9973.12 5051.8 -161.82 2.97 0.0 -0.24 -0.61 2 74.474 73.885 4327.018
9972.84 5051.71 -161.85 2.97 -0.0 -0.23 -0.61 2 74.515 73.969 4326.725
9972.55 5051.62 -161.87 2.97 -0.0 -0.22 -0.61 2 74.538 74.03 4326.421
9972.27 5051.52 -161.89 2.98 -0.0 -0.2 -0.61 2 74.549 74.104 4326.125
9971.99 5051.43 -161.91 2.98 -0.01 -0.19 -0.61 2 74.569 74.167 4325.831
9971.7 5051.34 -161.93 2.98 -0.01 -0.18 -0.61 2 74.592 74.228 4325.528
9971.42 5051.25 -161.95 2.98 -0.01 -0.17 -0.61 2 74.613 74.292 4325.234
9971.14 5051.16 -161.96 2.99 -0.01 -0.16 -0.61 2 74.612 74.334 4324.941
9970.85 5051.06 -161.98 2.99 -0.01 -0.14 -0.61 2 74.625 74.405 4324.635
9970.57 5050.97 -161.99 2.99 -0.02 -0.13 -0.61 2 74.625 74.448 4324.341
9970.28 5050.88 -162.01 3.0 -0.02 -0.12 -0.61 2 74.647 74.509 4324.038
9969.99 5050.79 -162.02 3.0 -0.02 -0.1 -0.61 2 74.649 74.549 4323.734
9969.71 5050.7 -162.03 3.0 -0.03 -0.09 -0.61 2 74.649 74.592 4323.44
9969.42 5050.61 -162.04 3.01 -0.03 -0.08 -0.61 2 74.651 74.632 4323.137
