Navio: Suezmax T172
Cenário: Extremo
Manobra: Entrada PGL3A Atrac. BB
Corrente: N 0.8nó 
Vento: SE 25nós 
Onda: 2.25m 12s SE 

time_stamp x y zz vx vy vzz rudder_demanded_orientation_0 distance_port distance_starboard distance_target discrete_propeller
7.4 10831.45 5271.71 -160.05 4.1 -0.28 -0.0 -0.0 77.565 53.848 5213.049 65.76
7.5 10831.06 5271.59 -160.05 4.1 -0.28 -0.0 -0.0 77.541 53.873 5212.642 65.76
7.6 10830.67 5271.48 -160.05 4.1 -0.28 -0.0 -0.0 77.525 53.888 5212.236 65.76
7.7 10830.27 5271.37 -160.05 4.1 -0.28 -0.0 -0.0 77.513 53.9 5211.822 65.76
7.8 10829.88 5271.25 -160.05 4.1 -0.28 -0.0 -0.01 77.488 53.925 5211.414 65.76
7.9 10829.48 5271.14 -160.06 4.1 -0.28 -0.0 -0.01 77.499 53.961 5210.999 65.76
8.0 10829.09 5271.03 -160.06 4.1 -0.28 -0.0 -0.01 77.484 53.976 5210.594 65.76
8.1 10828.69 5270.91 -160.06 4.1 -0.28 -0.0 -0.01 77.461 53.999 5210.177 65.76
8.2 10828.3 5270.8 -160.06 4.1 -0.28 -0.0 -0.01 77.446 54.014 5209.771 65.76
8.3 10827.9 5270.69 -160.06 4.1 -0.28 -0.0 -0.01 77.434 54.026 5209.357 65.76
8.4 10827.51 5270.57 -160.06 4.1 -0.28 -0.0 -0.01 77.409 54.051 5208.949 65.76
8.5 10827.12 5270.46 -160.06 4.1 -0.28 -0.0 -0.01 77.394 54.066 5208.544 65.76
8.6 10826.72 5270.34 -160.06 4.1 -0.28 -0.0 -0.01 77.371 54.089 5208.126 65.76
8.7 10826.33 5270.23 -160.06 4.1 -0.28 -0.0 -0.01 77.356 54.104 5207.721 65.76
8.8 10825.93 5270.12 -160.06 4.1 -0.28 -0.0 -0.01 77.343 54.116 5207.306 65.76
8.9 10825.54 5270.0 -160.06 4.1 -0.28 -0.0 -0.01 77.319 54.141 5206.899 65.76
9.0 10825.14 5269.89 -160.06 4.1 -0.28 -0.0 -0.01 77.306 54.154 5206.484 65.76
9.1 10824.75 5269.78 -160.06 4.1 -0.28 -0.0 -0.01 77.291 54.169 5206.079 65.76
9.2 10824.35 5269.66 -160.06 4.1 -0.28 -0.0 -0.01 77.268 54.191 5205.661 65.76
9.3 10823.96 5269.55 -160.06 4.1 -0.28 -0.0 -0.01 77.253 54.206 5205.256 65.76
9.4 10823.56 5269.44 -160.06 4.1 -0.28 -0.0 -0.01 77.241 54.219 5204.841 65.76
9.5 10823.17 5269.32 -160.06 4.1 -0.28 -0.0 -0.01 77.216 54.243 5204.434 65.76
9.6 10822.77 5269.21 -160.06 4.1 -0.28 -0.0 -0.01 77.203 54.256 5204.019 65.76
9.7 10822.38 5269.1 -160.06 4.1 -0.28 -0.0 -0.01 77.188 54.271 5203.614 65.76
9.8 10821.99 5268.98 -160.06 4.1 -0.28 -0.0 -0.01 77.163 54.296 5203.206 65.76
