Navio: Suezmax T172
Cenário: Vento NE
Manobra: Entrada PGL3B Atrac. BB
Corrente: N 0.8nó 
Vento: NE 25nós 
Onda: 1.0m 8s NE 

time_stamp x y zz vx vy vzz rudder_demanded_orientation_0 propeller_demanded_rpm_0 distance_port distance_starboard distance_target
14.6 10886.94 5236.68 -170.9 3.08 0.15 -0.11 0.0 0 34.77211094394092 105.23869568701242 5258.016117267647
14.7 10886.64 5236.62 -170.91 3.08 0.15 -0.11 0.0 0 34.760534209033814 105.20242916409008 5257.710570876865
14.8 10886.34 5236.56 -170.92 3.08 0.15 -0.11 0.0 0 34.748958537799524 105.1661637055058 5257.405024532002
14.9 10886.04 5236.49 -170.94 3.08 0.15 -0.11 0.0 0 34.70377055485652 105.11572427753478 5257.097021554038
15.0 10885.74 5236.43 -170.95 3.08 0.15 -0.11 0.0 0 34.69219807901101 105.07946201633634 5256.791475272377
15.1 10885.44 5236.37 -170.96 3.08 0.14 -0.11 0.0 0 34.68062666975092 105.04320082239228 5256.485929036655
15.2 10885.13 5236.31 -170.97 3.08 0.14 -0.11 0.0 0 34.671410800811806 105.00458467083168 5256.1706893264345
15.3 10884.83 5236.24 -170.98 3.08 0.14 -0.11 0.0 0 34.650122655734705 104.97804410848512 5255.862686409561
15.4 10884.53 5236.18 -170.99 3.08 0.14 -0.11 0.0 0 34.63855445059265 104.94178612065868 5255.557140290299
15.5 10884.23 5236.12 -171.0 3.08 0.14 -0.11 0.0 0 34.62698731495147 104.9055292029972 5255.251594217001
15.6 10883.93 5236.06 -171.01 3.08 0.14 -0.11 0.0 0 34.61542124953148 104.86927335622407 5254.94604818968
15.7 10883.63 5236.0 -171.03 3.07 0.14 -0.11 0.0 0 34.5799713690366 104.80913467660173 5254.640502208341
15.8 10883.33 5235.93 -171.04 3.07 0.14 -0.12 0.0 0 34.5586896474846 104.78260054177814 5254.332499367197
15.9 10883.02 5235.87 -171.05 3.07 0.14 -0.12 0.0 0 34.54948234324465 104.74399296024338 5254.017259971682
16.0 10882.72 5235.81 -171.06 3.07 0.14 -0.12 0.0 0 34.537921639857814 104.70774247883091 5253.711714106926
16.1 10882.42 5235.75 -171.07 3.07 0.14 -0.12 0.0 0 34.52636201105963 104.67149307267553 5253.406168288184
16.2 10882.12 5235.69 -171.08 3.07 0.14 -0.12 0.0 0 34.51480345757897 104.63524474250057 5253.100622515462
16.3 10881.82 5235.63 -171.1 3.07 0.14 -0.12 0.0 0 34.47936861623752 104.57512111135378 5252.79507678877
16.4 10881.52 5235.56 -171.11 3.07 0.14 -0.12 0.0 0 34.4580944218996 104.54859450840469 5252.487074043528
16.5 10881.22 5235.5 -171.12 3.07 0.14 -0.12 0.0 0 34.44654017695768 104.51235048943369 5252.181528380214
16.6 10880.91 5235.44 -171.13 3.07 0.14 -0.12 0.0 0 34.43734148397859 104.47375152448849 5251.8662893329965
16.7 10880.61 5235.38 -171.14 3.07 0.14 -0.12 0.0 0 34.42578939766924 104.43750966548104 5251.56074376907
16.8 10880.31 5235.32 -171.15 3.07 0.14 -0.12 0.0 0 34.414238391770894 104.40126888754901 5251.255198251208
16.9 10880.01 5235.26 -171.17 3.07 0.14 -0.12 0.0 0 34.378818660863104 104.34116037615576 5250.949652779423
17.0 10879.71 5235.2 -171.18 3.07 0.14 -0.12 0.0 0 34.36727090054813 104.30492284580437 5250.644107353718
17.1 10879.41 5235.14 -171.19 3.07 0.14 -0.12 0.0 0 34.35572422355104 104.2686863994361 5250.3385619741075
17.2 10879.11 5235.08 -171.2 3.07 0.14 -0.12 0.0 0 34.34417863059501 104.23245103777433 5250.033016640595
17.3 10878.81 5235.02 -171.22 3.06 0.14 -0.12 0.0 0 34.30876973648768 104.1723533698349 5249.727471353188
17.4 10878.51 5234.96 -171.23 3.06 0.14 -0.12 0.0 0 34.297227400025136 104.13612126666132 5249.421926111897
17.5 10878.21 5234.9 -171.24 3.06 0.14 -0.12 0.0 0 34.285686150513385 104.09989025110484 5249.116380916727
17.6 10877.91 5234.84 -171.25 3.06 0.14 -0.12 0.0 0 34.274145988678434 104.0636603238945 5248.810835767692
17.7 10877.61 5234.78 -171.26 3.06 0.13 -0.12 0.0 0 34.26260691524916 104.02743148575082 5248.505290664794
17.8 10877.3 5234.72 -171.28 3.06 0.13 -0.12 0.0 0 34.229565546284455 103.96499085233378 5248.190052266622
17.9 10877.0 5234.66 -171.29 3.06 0.13 -0.12 0.0 0 34.2180297424311 103.92876528576454 5247.884507263316
18.0 10876.7 5234.6 -171.3 3.06 0.13 -0.13 0.0 0 34.2064950298903 103.89254081116967 5247.578962306174
18.1 10876.4 5234.54 -171.31 3.06 0.13 -0.13 0.0 0 34.194961409388064 103.85631742927826 5247.273417395203
18.2 10876.1 5234.48 -171.33 3.06 0.13 -0.13 0.0 0 34.159576484163736 103.79624374486193 5246.967872530414
18.3 10875.8 5234.42 -171.34 3.06 0.13 -0.13 0.0 0 34.148046144138966 103.76002364544107 5246.6623277118115
18.4 10875.5 5234.36 -171.35 3.06 0.13 -0.13 0.0 0 34.1365168990568 103.72380464163142 5246.356782939408
18.5 10875.2 5234.3 -171.36 3.06 0.13 -0.13 0.0 0 34.12498874964609 103.68758673415631 5246.051238213209
18.6 10874.9 5234.24 -171.38 3.06 0.13 -0.13 0.0 0 34.08961477750637 103.62752400947156 5245.745693533221
18.7 10874.6 5234.18 -171.39 3.06 0.13 -0.13 0.0 1 34.078089919468965 103.59130939536885 5245.440148899455
18.8 10874.3 5234.12 -171.4 3.05 0.13 -0.13 0.0 1 34.06656616000991 103.55509588050558 5245.1346043119165
18.9 10874.0 5234.07 -171.42 3.05 0.13 -0.13 0.0 1 34.04091984766004 103.48532345484328 5244.831517562822
19.0 10873.7 5234.01 -171.43 3.05 0.13 -0.13 0.0 1 34.029399388289235 103.44911324206416 5244.525973096553
19.1 10873.4 5233.95 -171.44 3.05 0.13 -0.13 0.0 1 34.017880030403674 103.41290413143219 5244.220428676538
19.2 10873.1 5233.89 -171.45 3.05 0.13 -0.13 0.0 1 34.00636177472365 103.37669612367358 5243.91488430279
19.3 10872.8 5233.83 -171.47 3.05 0.13 -0.13 0.0 1 33.97100760965893 103.31665321802687 5243.609339975312
19.4 10872.5 5233.77 -171.48 3.05 0.13 -0.13 0.0 1 33.95949266496299 103.28044852324855 5243.303795694117
19.5 10872.2 5233.72 -171.49 3.05 0.13 -0.13 0.0 2 33.95769769655106 103.23452643932983 5243.000709442098
19.6 10871.9 5233.66 -171.51 3.05 0.13 -0.13 0.0 2 33.922352372391444 103.1744923799062 5242.695165282294
19.7 10871.6 5233.6 -171.52 3.05 0.13 -0.13 0.0 2 33.91084185250696 103.13829211259245 5242.389621168799
19.8 10871.3 5233.54 -171.53 3.05 0.13 -0.13 0.0 2 33.89933244063607 103.10209295395896 5242.084077101619
